id,url,created_time,updated_time,credibility
eca8edec-f1a4-4f49-aecc-23a00d819254,https://mc.rockylinux.si/seoforce/triggers/files/evil.txt,2024-01-26 14:09:04,,1
92208462-d4c4-42e4-be4e-027cd9b5029e,http://45.95.147.236/tmp.x86_64,2024-01-26 14:09:04,,1
16087586-0313-4655-8740-cdcac7d3558f,http://download.asyncfox.xyz/download/xmrig.x86_64,2024-01-26 14:09:04,,1
d7ae20c3-20aa-42f9-82b6-a7f0071f3333,http://main.dsn.ovh/dns/pwer,2024-01-26 14:09:04,,1
7898ba51-d7ed-4b52-b990-006e8e636358,https://chainventures.co.uk/.well-known/aas,2024-01-26 14:09:04,,1
3362a252-342e-410a-b53d-bbb57c43997c,http://raw.githubusercontent.com/0x5a455553/MARIJUANA/master/MARIJUANA.php,2024-01-26 14:09:04,,1
c76b5dd6-2aa7-4c3e-a55e-d77093462756,https://pastebin.com/raw/zw0gAmpC,2024-01-26 14:09:04,,1
b94cac52-47fb-43a4-9477-a31659f55ba9,http://103.246.145.111/gateonl.php?hwid=WALKER-PC-WALKER&cpuname=Intel,2024-01-26 14:09:04,,1
b1c30718-a64e-4d6b-81c5-a526e24ccbe9,http://104.192.169.138/multi/check.php,2024-01-26 14:09:04,,1
91b77826-5058-4157-8112-213f1c28b694,http://107.6.181.194/internals/api/ip?1679020230304524956,2024-01-26 14:09:04,,1
605f0728-c81a-4f4c-87f2-65d6ff096fb6,http://107.6.181.194/internals/api/ip?1679020362298037318,2024-01-26 14:09:04,,1
d5143b53-6ec4-4089-b936-f65da731fe80,http://65.60.62.74/internals/api/ip?1679020128299120804,2024-01-26 14:09:04,,1
a57f56d0-2c78-4f98-92fd-9bb769025123,http://65.60.62.74/internals/api/ip?1679020262365627467,2024-01-26 14:09:04,,1
4a435b84-ba0a-4b9e-b4c9-9b2dd2e89329,http://93.115.29.139/internals/api/ip?1679020152300862024,2024-01-26 14:09:04,,1
91c2b5da-af7f-43c4-bf3d-9b681ed801e4,http://93.115.29.139/internals/api/ip?1679020165307514107,2024-01-26 14:09:04,,1
bd48a4b0-9871-4a14-858a-944a7bc0683b,http://93.115.29.139/internals/api/ip?1679020198294106105,2024-01-26 14:09:04,,1
bae5e9d7-5245-4759-bc3e-989ef2f4d202,http://pldnice.org/i,2024-01-26 14:09:04,,1
64f26906-39d6-47f4-ba6f-656bf6635276,http://pldnice.org/publish-to-client,2024-01-26 14:09:04,,1
e2c728c0-ccc3-459a-aee6-89cc2a59f41e,http://pldnice.org/register,2024-01-26 14:09:04,,1
d958f17a-159b-4fb5-8dd1-fb0e41ace1ec,http://pldnice.org/settings?r=0.929153485852498,2024-01-26 14:09:04,,1
e48dad06-43ba-4411-93fe-83213de63c45,http://proxycheck.link/,2024-01-26 14:09:04,,1
792109ae-293d-4200-a03c-44a0ca1651d9,http://work.a-poster.info:25000/,2024-01-26 14:09:04,,1
f50cd30e-6888-46ed-96f3-3b89ce394d71,http://www.cozypoker.net/poker/api/login.php,2024-01-26 14:09:04,,1
75f84cd1-8a38-4963-93c2-278e18274ffa,http://xred.mooo.com,2024-01-26 14:09:04,,1
eabbc846-f2b0-4fd3-a635-846536e2f5c9,http://api.steampowered.com/ISteamUser/GetPlayerBans/v1/?key=D0243BE9845D83D0CBF8B3F2D17FC5B6&steamids=76561199082809802,2024-01-26 14:09:04,,1
d34e1abb-6c5e-4840-893c-8ac360e008dd,http://api.steampowered.com/ISteamUser/GetPlayerBans/v1/?key=F141E54A51A61F716A41D8D751F460D5&steamids=76561198965515748,2024-01-26 14:09:04,,1
42ab38ec-ef73-4883-b5be-e66e586a5edc,http://armmf.adobe.com/arm-manifests/win/ServicesUpdater/DC/RdrManifest2.msi,2024-01-26 14:09:04,,1
713cce7c-7e92-48e4-a3da-75e0880d8199,http://ctldl.windowsupdate.com/msdownload/update/v3/static/trustedr/en/CABD2A79A1076A31F21D253635CB039D4329A5E8.crt?adef2fc842d49de7,2024-01-26 14:09:04,,1
eb0cb9a0-6768-4fee-9d35-eed106bbbf4a,http://ctldl.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootstl.cab?b90dfefd14bb1d90,2024-01-26 14:09:04,,1
cc412d30-8b93-4abd-ac77-d424f976b73e,http://go.microsoft.com/fwlink/?LinkID=252669&clcid=0x409,2024-01-26 14:09:04,,1
4bbe3355-17f8-400d-919d-ba8f94694bad,http://hotmail.com/,2024-01-26 14:09:04,,1
df2f730c-ed61-44c0-b6ea-cbfdc3afdf35,http://ifconfig.me/ip,2024-01-26 14:09:04,,1
658f9c2e-1c02-4b8e-b8ef-711cdf9f1c44,http://ip-api.com/json,2024-01-26 14:09:04,,1
bfadd1d6-b805-4826-8544-741ab7db7133,http://tangible-drink.surge.sh/configx.txt,2024-01-26 14:09:04,,1
80134b06-124d-4392-afbb-9a2763ec885c,https://www.pornhub.com/gifs/search?search=tsara+lynn+brashears+lesbian,2024-01-26 14:09:04,,1
a582347c-03a3-4711-a1c7-2ff656dc9830,https://www.virustotal.com/graph/https%3A%2F%2Fmc.rockylinux.si%2Fseoforce%2Ftriggers%2Ffiles%2Fevil.txt#:~:text=url%2Chttps%3A//mc,2024-01-26 14:09:04,,1
